frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,convergence,height,AIC,n,l,tau,zeta
50.36734114628104,0.6742019481038453,0.03398303309713719,0.01900340475242615,0.11842285853842348,0.01636792529730461,0,4.257630761361819,24.568912247050317,,,34501.62152627408,0.7158450307005559
50.829746653500884,0.9080607743254108,0.07778854310261872,0.02687864400176023,0.1064387097516154,0.0264469289411173,0,3.374149500096062,51.616368340612105,,,34777.66297941131,0.6598316704354238
51.52982744981154,0.5347331311755948,0.031498501995679835,0.01716338267647036,0.11008389798180636,0.019363345718460125,0,2.889577941867204,6.658645103989329,,,35119.66417885727,0.8820050531295593
52.18378094424351,1.2303441998810458,0.17890534051222334,0.04010838669231828,0.12283042662191228,0.06101621425442605,0,2.693271124342109,68.56549443745826,10.0,2.0,35384.97627387591,0.9382167202747198
52.68812612262595,0.8129887910921849,0.06934419674116114,0.0260647263846742,0.13104092737422532,0.036112287814560426,0,3.0339549042709066,4.4521406132935235,,,35579.01445607671,0.9496430571107692
52.99377028419956,1.0560135655721887,0.12120598448670256,0.04247187481573509,0.15175704139349386,0.06644819163348797,0,2.9286337183350013,33.994503118392466,11.0,0.0,35694.16186646824,0.9507658296620712
54.683660827042026,0.6520251055165798,0.04560687247030279,0.02047525279230129,0.10408975000949457,0.02112652568763213,0,2.967211286955003,22.80746421359254,,,36330.827748243624,0.8159211915799527
55.19473618262905,0.7504231333098073,0.0397554802191424,0.014545204582397997,0.11104026787546707,0.019693945036285687,0,4.508847541385611,40.60572534099265,,,36567.86447921578,0.6183751938401962
55.91609881253312,0.5988185203714796,0.044444306140366915,0.02866316583948712,0.11986461259028412,0.033547430384804434,0,2.568173997750685,11.778262524849195,,,36922.83914925205,0.7900405828387964
56.798022251499795,1.0029745167369484,0.3736964652534712,0.11303928778344675,0.1287350079787866,0.14018610104266802,0,0.8568621018687401,27.844403254122877,11.0,2.0,37239.86465649213,0.9249003138812429
57.57168891353879,0.5601154495009809,,0.0015588116574951373,0.2788248157633024,,0,12.687407918081284,2.7172565488763207,,,37492.22932549399,0.9437202622407789
59.97274808963025,0.4225403246772828,,0.0017647074628490266,0.17854571936023295,,0,7.220281384088465,3.663570661392441,,,38313.79253366435,0.5840269142058492
