KIC,raw_data,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag
NA,NA,0.7107060675311961,289512.9987782582,54953.53925830001,56204.3226864,0.4595756409064399,283.211388281036,FALSE,43.961062750337454,61.42446564103499,59.333183743645144,59.333183743645144,10412.965745698115,3390.262337533106,3.071433626365037,376.8218198741158,31930.223650607888,2.7137124669532597,32180.571391842015,15.151299961655196,7405.471738890495,54.32119270026601,7286.364761905548,59.843599891638846,8.954264351438663,-247909.15766842145,32,6.134461123694911,0.0031351880287753,0.8287319650308249,1.143239901910372,0.005088671744127398,0.016949788722373967,5.585412402380978e-4,6.104371565002858,0.009151755830582954,1.193792514682961,0.014226387500244561,0.016780290835150227,0.003589017446778783,0.05715926600320162,0
