frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,convergence,height,AIC,n,l
23.11725496685853,0.3530551938676473,NA,0.0021513439764111477,0.21149740072764567,NA,0,5.0408411199189604,2.4848590552755923,NA,NA
25.00630671769513,0.3493937199263361,NA,0.0029762277759097996,0.2101255950293986,NA,0,4.936827911615332,2.307248928000263,NA,NA
28.80389441201998,0.4062397924154476,0.006944677108507981,0.005266335493788319,0.11547205694732098,0.005782230137993766,0,7.564199812013512,14.232805394694878,NA,NA
29.744674448710676,0.5314327648722409,NA,0.0014876785141999804,0.28908299719759195,NA,0,11.42127144098228,13.758000939411431,NA,NA
32.63579732841764,0.5139225437253752,0.008820594144519208,0.005625282764839582,0.12759767300617314,0.006799511313909932,0,9.531200935193281,24.232348301562524,NA,NA
32.884508686956785,0.9750702154899857,0.025318123457262757,0.009046253636905513,0.1326126838886358,0.010055202499668821,0,11.953370900046224,124.11607772750722,NA,NA
33.16431908510023,0.7153601322255542,0.011167409590092684,0.005931861889134446,0.14202524619614565,0.006139292884138593,0,14.586367379982267,62.46108623857981,NA,NA
33.428228527130564,0.48321414468466606,0.0036652883988715123,0.003959189547741145,0.14098314474637674,0.002264059415231245,0,20.277819458754514,35.9168020746456,NA,NA
33.74707385201746,0.5549727115788299,0.001967760943729857,0.0018153654785547722,0.2560226562111376,0.0016885710944419853,0,49.8219875680439,27.36060850861395,NA,NA
35.84287622111789,0.30085012956292945,0.001967760943729857,0.002715188783862985,0.17924739198624554,0.0023688464579207274,0,14.641251359319085,8.420482264427847,NA,NA
36.55548041369573,0.6418476930506454,0.011825935245407605,0.006770659763694586,0.12707782651202063,0.005984558555690902,0,11.088648063318157,49.67064678677161,NA,NA
36.90804922628853,1.0351467168430597,0.003990158963414192,0.0030750607126966236,0.2559239246999169,0.0021224518366116307,0,85.4798492363863,207.92440272673593,NA,NA
37.19383024625741,1.0191320505667951,0.020569155413353347,0.007959261068456019,0.14475233270953314,0.007474069557758749,0,16.072912761374212,146.49183656379864,NA,NA
37.50398782002878,0.9588099425758573,0.006073468143418024,0.0035130807304067802,0.2249918216079033,0.003679592802350904,0,48.18129040542348,155.04216081539016,NA,NA
37.84639018002395,0.4816088784899032,0.00571959417917708,0.0043154680473423065,0.13715721374439285,0.0043036547650605805,0,12.908443581423503,25.945386978333772,NA,NA
38.25079862159797,0.4835927607266909,0.0034470052520496376,0.0034724408211585017,0.18920839835604028,0.003698459044971849,0,21.59572378422543,27.60391351743783,NA,NA
38.419527828117964,0.4827551804813727,NA,0.00287850481851028,0.2662482664337333,NA,0,9.424790070117087,6.53137438534759,NA,NA
38.85934298851245,0.4076887496448214,NA,0.0017261626559590048,0.23514735892199304,NA,0,6.721640078025192,5.115553504354466,NA,NA
38.940709063913694,0.3210242382415227,0.001967760943729857,0.002378702320379548,0.18733863501738132,0.002260254932187197,0,16.67068475891659,4.931891031839768,NA,NA
39.14441849641721,0.37564395732164885,NA,0.0030086906754716843,0.19980393003176986,NA,0,5.70651040858281,2.727728856547401,NA,NA
39.58348017346348,0.47138368722113166,NA,0.0018500729147335685,0.24573124716437217,NA,0,8.98601000784196,10.867687101972479,NA,NA
40.51994060773798,0.31468774097534985,0.003354335854008686,0.004542817436015496,0.12989985680558444,0.003244011418938399,0,9.397303052152019,9.745004611371769,NA,NA
40.97384001973997,0.6575571816894714,0.019296429089092727,0.009109720266759838,0.11600466779991954,0.010070673980359511,0,7.132474542726315,38.38649551088747,NA,NA
41.263134443964084,0.5172404733504046,0.03857498527939647,0.025914486884761015,0.14469536526964463,0.03321447909437929,0,2.207645616316762,4.2288441789314675,NA,NA
41.430936601572945,1.2364135233294677,0.01972882439189696,0.0070200741518537686,0.1735492439007172,0.008054406905279879,0,24.664732700688766,188.5128298792697,NA,NA
41.795576766942126,1.4258517077246124,0.016551187285206333,0.00593648780358825,0.20851000138622267,0.006227998006581668,0,39.09936413036766,324.5333907274653,NA,NA
42.20048983976465,1.1253854704305615,0.006990987048027707,0.0035922447219126955,0.250897282820309,0.003964076945389851,0,57.66525772235929,214.17594900140284,NA,NA
42.687630055406906,1.0043915948614,0.00376854299157479,0.0024334024151790703,0.32532856024270257,0.002908587667039181,0,85.20847499437006,174.8377676025193,NA,NA
44.55231935130414,0.3647294974701946,0.0044720863995059475,0.004341898803364078,0.12739175369586353,0.004910576191810128,0,9.468511662307435,10.969294932840057,NA,NA
45.03542234850479,0.44466894816045527,0.0055747617444746374,0.004351899718574993,0.13308974086609276,0.0045953965540502266,0,11.290090480351894,20.005799399285024,NA,NA
45.572195163615035,1.1868086998849114,0.010448385426634772,0.004669286114227962,0.21691750119044206,0.0049871927848480395,0,42.91038242331332,229.86140575267564,NA,NA
46.021962309041825,1.5567652004468477,0.024939516842376764,0.007528952224621887,0.18808768558551295,0.007868361013603897,0,30.932022797000116,400.89754533894666,NA,NA
46.461909657834276,0.9984241760643502,0.009632245223886412,0.004670093967203829,0.19364267005162308,0.004994739103518176,0,32.94221321894222,151.85748814419276,NA,NA
47.05090867554085,0.5476859695680042,0.012459632665164094,0.00699516267777976,0.1211061269840887,0.009497326735020415,0,7.663163992261685,28.096985615657104,NA,NA
47.3616046281181,0.506128193678776,0.030316758534646025,0.020009349336838164,0.14614102576118074,0.03309867256575885,0,2.689604501610444,11.4967283262813,NA,NA
47.42714633398969,0.4666487548295726,0.0034063534765899307,0.002715358805352274,0.20340908790649692,0.004528175092669484,0,20.348885934022533,9.912736433663667,NA,NA
47.51861611519939,0.49780879729873534,NA,0.00256711414674394,0.2865279527841195,NA,0,10.021735444816324,7.146099703915752,NA,NA
48.38191392798595,0.22459934780262367,0.001967760943729857,0.005173512922036848,0.2277991426845729,0.003767572323469354,0,8.160086688940256,3.0696190591115737,NA,NA
49.05234027602288,0.6603443309924156,NA,0.002133042334919186,0.34934269592062794,NA,0,17.63431958412747,24.786437042357647,NA,NA
49.76762012297604,0.5716868003827581,0.0062472984032307215,0.004406341264894697,0.14403816547770168,0.00394116974003136,0,16.652299244127818,42.51704745162169,NA,NA
50.207758492986386,1.3641743680036336,0.005565236307733792,0.0032008132306942387,0.31948228025904657,0.003157922738725196,0,106.4403484908962,298.97019437719973,NA,NA
50.36738036827671,0.6623352733762782,0.03398989994450936,0.01885121309568469,0.11534827580453255,0.016214923416947254,0,4.108241923294676,24.08350858209633,NA,NA
50.828626497954836,0.8907293370094401,0.0763578718657975,0.02643659683558685,0.1039009728637644,0.02557718491437996,0,3.3074083943910195,58.28267967964712,NA,NA
51.52947423280598,0.510139072777669,0.03138572844334874,0.017140167211067158,0.10459237360347018,0.019107498971217926,0,2.639338491291181,12.939501513712457,NA,NA
52.66331207578574,0.519823188093109,0.02473017546311482,0.013130168845140695,0.11796001337161169,0.019188980863958354,0,3.4780372297178124,14.16812034022223,NA,NA
52.828378627042106,0.2860650255032348,0.001967760943729857,0.0027315853701656437,0.17331319768631673,0.0023300781513199576,0,13.237541015452466,3.2569415496691363,NA,NA
54.68375158285371,0.6360523759995104,0.0438510122901959,0.020441685770216027,0.10310913630824552,0.020270720609418136,0,2.9366775451022273,26.712026212073397,NA,NA
55.19471974794883,0.7421473163168976,0.03941372496974722,0.014472631295126883,0.10982131892396714,0.01943678705419194,0,4.448185481167045,46.88237878017935,NA,NA
55.92559594960237,0.5394395823125289,0.030123616527606197,0.022158760626255287,0.11532081957557011,0.023791595792820763,0,3.074883299211847,17.026418713907333,NA,NA
57.571686246675554,0.5478181612817585,NA,0.0015611152084980782,0.2727794245833995,NA,0,12.136421505660076,4.747249112573627,NA,NA
59.97274653532636,0.42270864297993893,NA,0.0017679428361827532,0.1788372019808651,NA,0,7.22603490626772,3.8341013865501736,NA,NA
