frequency,power
0.007871043774938831,72.63781511168351
0.015742087549877663,167.36963321002355
0.023613131324816496,374.65879976692514
0.031484175099755325,129.75997572820557
0.039355218874694155,140.38260028218048
0.047226262649632984,5.861118752788642
0.05509730642457182,132.46902906991005
0.06296835019951065,98.33316305131811
0.07083939397444948,24.62640758652333
0.07871043774938831,100.82920633852325
0.08658148152432714,200.7716648029597
0.09445252529926597,154.72046347122102
0.10232356907420481,195.91561821813406
0.11019461284914364,152.33841717646607
0.11806565662408247,946.2698854581431
0.1259367003990213,1109.2280181566402
0.13380774417396013,239.47505818844073
0.14167878794889896,233.94202281989413
0.1495498317238378,331.8538954354231
0.15742087549877662,743.3662907255897
0.16529191927371545,2997.8762419837826
0.17316296304865428,1093.8015298587827
0.1810340068235931,2667.0070827777163
0.18890505059853194,2513.9402148544864
0.1967760943734708,1244.3988404868674
0.20464713814840962,2249.4708525339493
0.21251818192334845,4147.25127224364
0.22038922569828728,11535.775536183057
0.2282602694732261,20985.9571969185
0.23613131324816494,493.001784681839
0.24400235702310377,6595.082593846554
0.2518734007980426,3356.8312706916795
0.25974444457298146,1132.801598463
0.2676154883479203,12656.072751540958
0.2754865321228591,12091.701791263155
0.283357575897798,11066.351208756609
0.2912286196727368,9829.683733398671
0.29909966344767563,13218.717788182194
0.30697070722261444,5881.047846079747
0.3148417509975533,15379.799017461832
0.3227127947724921,8193.662919731787
0.33058383854743095,474.12560624074973
0.33845488232236975,51194.68649648332
0.3463259260973086,20312.570214788037
0.3541969698722474,17859.49831213389
0.36206801364718627,26965.410488576526
0.3699390574221251,21610.30250588121
0.37781010119706393,32952.509236811165
0.3856811449720028,4420.238614780153
0.3935521887469416,64421.729672221554
0.40142323252188045,41612.65595956908
0.40929427629681925,39981.0737934782
0.4171653200717581,8310.331316951902
0.4250363638466969,59207.528344956365
0.43290740762163576,29149.728318909696
0.44077845139657457,14349.067794299615
0.4486494951715134,17566.534653649665
0.4565205389464522,70972.70918215404
