frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,convergence,height,AIC,l,n
25.741857020314526,0.37597314112766517,0.013938789407449565,0.010735542637986378,0.10831275446993378,0.01361177778474599,0,3.2280385477640126,6.108701019533328,2.0,4.0
26.440302015422187,0.6262076768897974,0.03324141047232026,0.013445372823652041,0.11748322780711659,0.024770300970106195,0,3.754978538316243,30.355703811079366,0.0,5.0
28.80400400812024,0.3993627592981526,0.006609581464086807,0.00518970380551912,0.11698044706834215,0.00566190645431937,0,7.680885591764617,12.809740161044829,,
30.104627108193537,0.7591477462654452,0.08005616687115402,0.029184484734735252,0.11331455718563008,0.038010443863744664,0,2.2914371475643103,30.15250679051678,2.0,5.0
30.749146201604223,1.0834879281021539,0.09506942354401128,0.02630502455479525,0.10970450631749933,0.03074248656998847,0,3.9305870644101204,97.47445662467362,0.0,6.0
32.635745399200204,0.5079935902719415,0.008238010988459272,0.005503379791063068,0.13027852204743562,0.006430303694359475,0,9.971126485749988,21.767757213096047,,
32.88480606400138,0.9675506867938078,0.02414246156802173,0.008987439416619059,0.13542490787153277,0.009727874037230317,0,12.342866441993623,110.50736538362435,,
33.16456671280432,0.7094577389400808,0.01039800462383242,0.0058849282240699295,0.14659256363962195,0.005798064827956137,0,15.408245235458192,53.95807549495839,,
33.428134468027906,0.47604724851857994,0.0034161646126827034,0.004250780752699394,0.14331423352916978,0.0021095700382159593,0,21.1159904242193,28.6820365007261,,
33.74717447706604,0.5164286162957985,0.001967760943734298,0.0018727485847995892,0.2288245652845047,0.0016173009330867376,0,43.141812758027896,15.783322267167023,,
34.18306180662369,1.4220277379322566,0.1335840608968577,0.028981257829604583,0.11501216763181123,0.032325385583196524,0,4.81849731343234,165.98293468666998,2.0,6.0
34.85832423906878,1.7086054872196332,0.048174760981709426,0.011887622562518374,0.15948001419698699,0.012149000545345921,0,19.28919716509155,349.2880438652446,0.0,7.0
35.431967301378485,0.6961543779942981,0.07359303468190259,0.033853277764880826,0.11632320290459874,0.03496090630543354,0,2.0961604996547454,18.194151345511273,,
