KIC,raw_data,git-rev-hash,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag,visibility_ratio,DeltaPi1,coupling,eps_g,DeltaPi1_sig
9332840,009332840,534a384,1.3141426897029909,367771.1576720805,54953.5392134,56424.001633,0.9194312796710743,283.20802606607407,0,36.75168442148885,41.795242444925194,50.2093882403348,50.2093882403348,6688.926308275306,1657.039342011285,4.036673203037174,13.251816106224153,9342.819190395034,1.4897123105315426,14557.78342895376,11.758972338043371,3286.0149253695267,38.90657234700949,5114.770345181003,39.88354049038725,6.800030909965418,-198831.8719292552,48,4.410362150396078,0.0031112407530571886,0.6826723793380529,0.9081587683045573,0.006773981303679011,0.017264380226557,0.000651207720444367,4.45998701792628,0.0069903095581291715,0.81469121465889,0.015106661215021768,0.0017271773571920107,0.00581031266891134,0.06039914323322769,0.0,1.4447910171200269,300.88133110064877,0.31321321321321316,0,0.9999999950594116
