frequency,power,tau,zeta
19.488704386748545,1.371922258033599,21.039256375547833,0.984999490339173
19.49657543052348,1.0846642754934968,42.06468089568916,0.984851806298221
19.504446474298422,0.46688869303695185,63.07634904659078,0.9847013539147124
19.51231751807336,2.1462445716272027,84.07433746319737,0.9845480739510677
19.5201885618483,0.8940775414662219,105.05872396128527,0.9843919056094961
19.528059605623238,1.9720813507477768,126.02958757041053,0.9842327864899553
19.53593064939818,0.1705498415154879,146.9870085677751,0.9840706525470819
19.543801693173116,3.470543889876155,167.93106851303565,0.9839054380460909
19.551672736948056,0.042967921119260455,188.86185028407976,0.9837370755176358
19.559543780722993,0.01085143055609048,209.77943811379453,0.9835654957116284
19.567414824497934,1.459323007062187,230.68391762785257,0.9833906275500207
19.57528586827287,0.734458835949478,251.57537588354106,0.9832123980785515
19.583156912047812,0.5912077547723111,272.45390140965947,0.9830307324174633
19.59102795582275,1.3202311669429911,293.319584247511,0.9828455537112027
19.598898999597687,0.9431633897906676,314.1725159930143,0.9826567830771202
19.606770043372627,0.9823141374065399,335.01278983996,0.9824643395531858
19.614641087147564,0.9154716338443233,355.84050062443794,0.9822681400447485
19.622512130922505,1.907612455960138,376.6557448704601,0.98206809927037
19.630383174697442,0.09529211056184875,397.4586208368046,0.9818641297067681
19.638254218472383,0.5723500083459596,418.249228565103,0.981656141532917
19.64612526224732,1.9829718736704542,439.0276699291974,0.9814440425733552
19.65399630602226,0.6673747862481046,459.79404868578746,0.9812277382407585
19.6618673497972,0.19066549581576078,480.54847052639093,0.9810071314778548
19.66973839357214,2.073296397372141,501.29104313063783,0.9807821226987543
19.677609437347076,0.8595715686029667,522.0218762209172,0.9805526097297926
19.685480481122017,1.3904544835997463,542.7410816183951,0.9803184877499838
19.693351524896954,0.7588148602671774,563.4487733004191,0.9800796492312106
19.70122256867189,2.42565056547943,584.1450674593236,0.9798359838782752
19.709093612446832,0.5421355491834633,604.8300825626468,0.9795873785689645
19.71696465622177,0.0754899995502815,625.5039394147686,0.9793337172942984
19.72483569999671,0.9667323160422545,646.166761219975,0.9790748810991413
19.732706743771647,1.0141878553600268,666.8186736469504,0.9788107480233896
19.740577787546588,0.14452543886335176,687.4598048946964,0.978541193043965
19.748448831321525,0.732142735183964,708.0902857598705,0.978266088017867
19.756319875096466,0.6157110112079105,728.7102497055336,0.9779853016265696
19.764190918871403,0.3469879591423232,749.3198329312879,0.9776986993220775
19.772061962646344,2.641635433613189,769.9191744447852,0.9774061432749809
19.77993300642128,1.3796619199834763,790.5084161345704,0.9771074923248974
19.787804050196222,0.9299248087994002,811.0877028442275,0.9768026019337137
19.79567509397116,1.7200533092645607,831.6571824477782,0.9764913241420894
19.803546137746096,0.6104335265505336,852.2170059262784,0.9761735075297275
19.811417181521037,0.1686263051462074,872.7673274455469,0.9758489971799659
19.819288225295974,0.18765314820599868,893.3083044349473,0.9755176346492926
19.827159269070915,0.046373776400632775,913.8400976671325,0.975179257942448
19.835030312845852,1.437958397506252,934.3628713386494,0.974833701493838
19.842901356620793,2.8328708174179464,954.8767931512817,0.9744807961560427
19.85077240039573,0.5049818646251705,975.3820343939955,0.974120369196286
19.85864344417067,0.12189120524394374,995.878770025331,0.9737522443017909
19.866514487945608,0.009579139276071331,1016.3671787560686,0.9733762415950482
19.87438553172055,0.1430674386264112,1036.8474431319667,0.9729921776600932
19.882256575495486,1.0136323024184262,1057.3197496163557,0.9725998655809902
19.890127619270427,0.3684620347486937,1077.7842886723354,0.9721991149938258
19.897998663045364,0.21077074644769103,1098.2412548443017,0.9717897321536081
19.9058697068203,0.15075845280574415,1118.6908468384966,0.9713715200175942
19.91374075059524,2.261681936835473,1139.1332676022348,0.9709442783466836
19.92161179437018,0.9770769279883612,1159.568724401434,0.9705078038266446
19.92948283814512,1.068999479096168,1179.9974288960273,0.9700618902110748
19.937353881920057,0.058971281462528766,1200.4195972127957,0.9696063284881479
19.945224925694998,1.8031906086874632,1220.8354500151142,0.9691409070733389
19.953095969469935,0.359514539524893,1241.2452125690518,0.9686654120304917
19.960967013244876,0.9873828341750929,1261.6491148052082,0.9681796273237498
19.968838057019813,0.7807754719148382,1282.0473913756189,0.9676833351030527
19.976709100794753,0.0648124376768331,1302.440281704992,0.9671763160260733
19.98458014456969,0.005815729008587789,1322.8280300354688,0.9666583496196733
19.99245118834463,0.3541025723423882,1343.2108854640378,0.9661292146841268
