frequency,power
0.004626729861481996,0.02533676949984739
0.009253459722963993,0.008115992785961089
0.013880189584445991,0.05106714008999762
0.018506919445927986,0.03339173576034326
0.023133649307409986,0.02176427063634176
0.027760379168891982,0.07557783585944577
0.03238710903037398,0.08214060991121622
0.03701383889185597,0.061793085806816785
0.04164056875333797,0.04143793369786944
0.046267298614819964,0.04720343972277714
0.05089402847630197,0.009665717296865103
0.055520758337783964,0.008054654204126549
0.06014748819926595,0.1748912127878308
0.06477421806074794,0.3615193724937721
0.06940094792222995,0.05865730770435621
0.07402767778371194,0.06403907423849911
0.07865440764519394,0.004394054900357354
0.08328113750667593,0.10276594149130272
0.08790786736815792,0.019129973864101375
0.09253459722963993,0.13966755031867478
0.09716132709112192,0.12888060674336402
0.10178805695260393,0.02447509336614923
0.10641478681408592,0.13990078212362891
0.11104151667556793,0.43562015440356733
0.1156682465370499,0.10925265527846163
0.1202949763985319,0.09883388440538422
0.12492170626001388,0.3103071672694187
0.1295484361214959,0.12153653314920707
0.1341751659829779,0.1650428510152151
0.1388018958444599,0.24867059611125678
0.1434286257059419,0.02376587999476248
0.14805535556742389,0.0006345588161606151
0.15268208542890588,0.12260512657989099
0.15730881529038787,0.3093221720603391
0.16193554515186984,0.09950591578781205
0.16656227501335186,0.05222962569122958
0.17118900487483385,0.27070580379185716
0.17581573473631587,0.07651339282951947
0.18044246459779786,0.4135616585769688
0.18506919445927986,1.0351678625432617
0.18969592432076185,0.33126183631327866
0.19432265418224384,0.08130766747997872
0.19894938404372586,0.12747141328703884
0.20357611390520786,0.04409428930901347
0.20820284376668985,0.1686742655507042
0.21282957362817184,0.2446691649831761
0.21745630348965386,0.23803811969918542
0.22208303335113586,0.28344651306367497
0.22670976321261785,0.144357588886817
0.2313364930740998,0.7501360924310579
0.2359632229355818,0.06062976605193385
0.2405899527970638,0.0702107686384492
0.2452166826585458,0.08741036988719142
0.2498434125200278,0.7985572671788579
0.25447014238150983,0.595750980075882
0.25909687224299177,0.5278370970451932
0.2637236021044738,0.45001751147178126
0.2683503319659558,0.689785482694134
0.2729770618274378,0.1119635983944008
0.2776037916889198,0.5013260986208566
0.2822305215504018,1.5578731073977994
0.2868572514118838,1.6879690526008737
0.2914839812733658,0.38392474542543875
0.29611071113484777,0.45489480715015906
0.30073744099632976,0.5572465628017439
0.30536417085781176,0.5414230831514142
0.3099909007192937,2.526754302759068
0.3146176305807757,5.915184344920326
0.3192443604422577,0.7708203160498871
0.3238710903037397,1.2631295012993031
0.3284978201652217,0.6908984531868028
0.3331245500267037,1.1159740373897071
0.3377512798881857,2.7093741177355657
0.34237800974966776,6.640412507703774
0.3470047396111497,7.481665741969456
0.3516314694726317,0.8678833383072893
0.3562581993341137,1.0094788384719537
0.3608849291955957,0.650692854009705
0.3655116590570777,0.2174219067445301
0.3701383889185597,2.016681608864946
0.3747651187800417,3.2875703432881758
0.3793918486415237,1.8403530450233023
0.3840185785030057,0.3058146656801973
0.3886453083644877,0.1628193639201894
0.3932720382259697,0.9486844558293609
0.3978987680874517,1.0187962690535701
0.4025254979489337,1.2263537620725051
0.4071522278104157,2.1982279689725477
0.4117789576718977,0.18500644801803842
0.4164056875333797,1.4500027368973047
0.4210324173948617,1.616447415899563
0.4256591472563437,0.0836227900199297
0.4302858771178257,0.47665706582677386
0.4349126069793077,1.8121604485028129
0.4395393368407897,0.35582536229535183
0.4441660667022717,2.595558251948912
0.4487927965637537,2.664826855566711
0.4534195264252357,1.2473444779162088
0.4580462562867176,5.425235954636203
0.4626729861481996,0.7940618335571935
0.4672997160096816,1.1721277648302149
0.4719264458711636,1.1068123711317188
0.4765531757326456,0.7567997421702575
0.4811799055941276,0.23649237374457446
0.4858066354556096,4.324847781026353
0.4904333653170917,2.6316650533884793
0.4950600951785736,0.7202665544774436
0.4996868250400556,3.158652971955067
0.5043135549015376,0.6772822583427075
0.5089402847630197,1.349181049539115
0.5135670146245016,1.0099107478580167
0.5181937444859837,0.4071849295612319
0.5228204743474657,0.03510639557974009
0.5274472042089476,0.5439205741797216
0.5320739340704297,0.5679556976561005
0.5367006639319116,0.1617879675949297
0.5413273937933937,0.6680823318585895
0.5459541236548756,0.18078895467207748
0.5505808535163577,0.14714364013730138
0.5552075833778396,0.05241223759342755
0.5598343132393216,0.7156551617011464
0.5644610431008036,1.3379328037343625
0.5690877729622856,0.14899482972876887
0.5737145028237676,0.23112553502727387
0.5783412326852496,0.1693118843337891
0.5829679625467316,0.0702592041508239
0.5875946924082136,0.30888659951780373
0.5922214222696955,1.375840090867276
0.5968481521311776,1.3294445869108058
0.6014748819926596,0.12382581937836766
0.6061016118541416,0.09986124766007519
0.6107283417156236,0.2509205470004812
0.6153550715771056,0.7951303017785398
0.6199818014385876,0.7033325530452343
0.6246085313000695,2.704864456992765
0.6292352611615516,2.29267313851222
0.6338619910230335,1.443189440010765
0.6384887208845156,0.5813166268125182
0.6431154507459975,0.32991177506651087
0.6477421806074796,0.7264248648969338
0.6523689104689615,0.7278666138915516
0.6569956403304436,1.1101249466926209
0.6616223701919255,2.756801713688707
0.6662491000534075,3.5548110814015375
0.6708758299148895,0.782738364895266
0.6755025597763715,1.086397374421925
0.6801292896378536,0.9892790158553944
0.6847560194993355,1.4893542844177206
0.6893827493608176,2.248128572771116
0.6940094792222995,2.4655618682525797
0.6986362090837815,1.6148544289342999
0.7032629389452635,0.3743424520034938
0.7078896688067455,0.33297747886548534
0.7125163986682275,2.9956788197405433
0.7171431285297095,6.005680047889555
0.7217698583911915,4.115959074909355
0.7263965882526735,0.33272357512686135
0.7310233181141554,2.715741064655036
0.7356500479756375,0.13833655850851279
0.7402767778371194,3.7044680566326726
0.7449035076986015,5.688424573637617
0.7495302375600835,2.8766775956035144
0.7541569674215655,3.161402720957145
0.7587836972830475,3.1771824758284017
0.7634104271445294,0.28197244931505344
0.7680371570060115,4.136686373103546
0.7726638868674934,4.145499215786508
0.7772906167289755,1.4300146607415702
0.7819173465904574,6.503721732974625
0.7865440764519395,2.3839536906449066
0.7911708063134214,0.05375831021721493
0.7957975361749035,0.8787292647348168
0.8004242660363854,2.9317391177144247
0.8050509958978674,0.7100469557875874
0.8096777257593494,2.261479908902064
0.8143044556208314,2.195563962596519
0.8189311854823135,0.2238480057566971
0.8235579153437954,0.4957564621208117
0.8281846452052775,1.9616459160036102
0.8328113750667594,1.036163958522583
0.8374381049282414,1.001475706379753
0.8420648347897234,0.5256394360704105
0.8466915646512054,0.6872804510961019
0.8513182945126874,1.4912942742535795
0.8559450243741694,1.4332749598923555
0.8605717542356514,1.338227584422419
0.8651984840971334,0.738734600540748
0.8698252139586153,1.5359954998792409
0.8744519438200974,2.193776452954655
0.8790786736815793,1.4285038425328538
0.8837054035430614,0.545031979286604
0.8883321334045433,1.1393220215892383
0.8929588632660254,0.3869004209887997
0.8975855931275074,1.5747534825286031
0.9022123229889892,0.0028504599223209926
0.9068390528504714,1.7647428512558527
0.9114657827119532,0.31453154396081756
0.9160925125734354,1.7029179125265368
0.9207192424349172,0.9478734255433284
0.9253459722963994,0.37449245199148606
0.9299727021578812,1.027980531287171
0.9345994320193634,1.8386075399873425
0.9392261618808452,1.4941572650113473
0.9438528917423272,0.2955475908363524
0.9484796216038092,0.719570373629871
0.9531063514652912,0.1694144120662889
0.9577330813267732,0.8812320812692038
0.9623598111882552,0.842300002704819
0.9669865410497372,5.275990951269506
0.9716132709112192,4.265827166274187
0.9762400007727012,2.223344365173397
0.9808667306341832,0.2416454842355287
0.9854934604956652,1.3573739020912945
0.9901201903571472,1.1302509580555775
0.9947469202186292,0.6916634719037177
0.9993736500801113,6.04749464810839
1.0040003799415933,5.7354250539135005
1.0086271098030752,0.9710904972043565
1.0132538396645572,0.2957372542357966
1.0178805695260391,1.0316106743372997
1.022507299387521,0.10223325542397116
1.0271340292490032,1.147591795475085
1.0317607591104851,3.098356282019207
1.036387488971967,2.024376086010061
1.0410142188334492,0.053188345539203874
1.0456409486949312,0.482812696033608
1.0502676785564131,0.048534620084662826
1.054894408417895,0.661317387906388
1.0595211382793772,0.9782615734547302
1.0641478681408592,1.2566036498889377
1.0687745980023409,0.7878332217247701
1.073401327863823,0.28178507595849706
1.0780280577253052,1.0256259764766713
1.0826547875867871,0.8273463920720564
1.087281517448269,1.9461358734097916
