KIC,raw_data,git-rev-hash,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag
5289571,kplr005289571_kasoc-ts_llc_v1,534a384,-5.597570905931726,590697.8793809846,54953.5388363,55182.4955915,0.9292214130817598,283.18868734108764,0,25.776040677819076,23.708585212954322,22.74810947938048,22.74810947938048,20453.274945686757,5254.750086199918,3.8923401893843383,10.906565832577945,46947.398297660766,0.9701798297538482,37621.55838500225,5.803174010534653,11702.521515981169,21.35003390359535,15279.775246103698,22.72787230476908,3.066222735941516,-28583.266428581097,4,,,,,,,,,,,,,,,3.0
